Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
DELETE,/delete/68323ad4c3197b36243f6b0f,1,0,163.01512499921955,163.01512499921955,163.01512499921955,163.01512499921955,153.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323ad4c3197b36243f6b14,1,0,157.96816699730698,157.96816699730698,157.96816699730698,157.96816699730698,153.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323ad4c3197b36243f6b33,1,0,152.35479199327528,152.35479199327528,152.35479199327528,152.35479199327528,152.0,0.008393650367947439,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/delete/68323ad5c3197b36243f6b3f,1,0,162.5660840072669,162.5660840072669,162.5660840072669,162.5660840072669,152.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323ad5c3197b36243f6b42,1,0,153.18704200035427,153.18704200035427,153.18704200035427,153.18704200035427,152.0,0.008393650367947439,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/delete/68323ad5c3197b36243f6b56,1,0,161.60108300391585,161.60108300391585,161.60108300391585,161.60108300391585,153.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323ad5c3197b36243f6b5f,1,0,156.80420798889827,156.80420798889827,156.80420798889827,156.80420798889827,153.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323ad5c3197b36243f6b78,1,0,158.20704199722968,158.20704199722968,158.20704199722968,158.20704199722968,153.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323ad6c3197b36243f6b7f,1,0,164.64420800912194,164.64420800912194,164.64420800912194,164.64420800912194,153.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323ad6c3197b36243f6b8a,1,0,170.29670799092855,170.29670799092855,170.29670799092855,170.29670799092855,153.0,0.008393650367947439,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/delete/68323ad6c3197b36243f6b8e,1,0,160.70937499171123,160.70937499171123,160.70937499171123,160.70937499171123,152.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323ad6c3197b36243f6ba3,1,0,160.31870900769718,160.31870900769718,160.31870900769718,160.31870900769718,152.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323ad6c3197b36243f6baa,1,0,154.48108299460728,154.48108299460728,154.48108299460728,154.48108299460728,153.0,0.008393650367947439,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/delete/68323ad6c3197b36243f6bb1,1,0,165.1882919977652,165.1882919977652,165.1882919977652,165.1882919977652,152.0,0.008393650367947439,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/delete/68323ad6c3197b36243f6bba,1,0,155.54474999953527,155.54474999953527,155.54474999953527,155.54474999953527,153.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323ad6c3197b36243f6bbf,1,0,154.74250000261236,154.74250000261236,154.74250000261236,154.74250000261236,153.0,0.008393650367947439,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/delete/68323ad7c3197b36243f6bdb,1,0,164.3815419956809,164.3815419956809,164.3815419956809,164.3815419956809,152.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323ad7c3197b36243f6bf0,1,0,167.7245419996325,167.7245419996325,167.7245419996325,167.7245419996325,152.0,0.008393650367947439,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/delete/68323ad7c3197b36243f6bfe,1,0,153.41720799915493,153.41720799915493,153.41720799915493,153.41720799915493,153.0,0.008393650367947439,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/delete/68323ad7c3197b36243f6c03,1,0,188.06287500774488,188.06287500774488,188.06287500774488,188.06287500774488,152.0,0.008393650367947439,0.0,190,190,190,190,190,190,190,190,190,190,190
DELETE,/delete/68323ad7c3197b36243f6c0d,1,0,155.73162501095794,155.73162501095794,155.73162501095794,155.73162501095794,153.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323ad8c3197b36243f6c16,1,0,153.60187499027234,153.60187499027234,153.60187499027234,153.60187499027234,152.0,0.008393650367947439,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/delete/68323ad8c3197b36243f6c18,1,0,157.8173329908168,157.8173329908168,157.8173329908168,157.8173329908168,152.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323ad8c3197b36243f6c28,1,0,159.5327079994604,159.5327079994604,159.5327079994604,159.5327079994604,153.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323ad8c3197b36243f6c2c,1,0,153.25695800129324,153.25695800129324,153.25695800129324,153.25695800129324,152.0,0.008393650367947439,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/delete/68323ad8c3197b36243f6c31,1,0,161.99404100188985,161.99404100188985,161.99404100188985,161.99404100188985,153.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323ad8c3197b36243f6c33,1,0,159.87925000081304,159.87925000081304,159.87925000081304,159.87925000081304,152.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323ad8c3197b36243f6c41,1,0,154.41645799728576,154.41645799728576,154.41645799728576,154.41645799728576,152.0,0.008393650367947439,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/delete/68323ad8c3197b36243f6c47,1,0,163.40891701111104,163.40891701111104,163.40891701111104,163.40891701111104,153.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323ad8c3197b36243f6c4a,1,0,159.65924999909475,159.65924999909475,159.65924999909475,159.65924999909475,152.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323ad8c3197b36243f6c52,2,0,153.14262500032783,154.86439549567876,153.14262500032783,156.5861659910297,78.5,0.016787300735894878,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323ad8c3197b36243f6c65,1,0,155.4340000002412,155.4340000002412,155.4340000002412,155.4340000002412,144.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323ad9c3197b36243f6c9d,1,0,162.13183400395792,162.13183400395792,162.13183400395792,162.13183400395792,152.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323ad9c3197b36243f6cb4,1,0,158.93995799706317,158.93995799706317,158.93995799706317,158.93995799706317,153.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323adac3197b36243f6cbd,1,0,165.32408299099188,165.32408299099188,165.32408299099188,165.32408299099188,153.0,0.008393650367947439,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/delete/68323adac3197b36243f6ccb,1,0,158.45225000521168,158.45225000521168,158.45225000521168,158.45225000521168,152.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323adac3197b36243f6cd4,1,0,161.97154099063482,161.97154099063482,161.97154099063482,161.97154099063482,152.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323adac3197b36243f6cdb,1,0,165.2662910055369,165.2662910055369,165.2662910055369,165.2662910055369,152.0,0.008393650367947439,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/delete/68323adac3197b36243f6ce9,1,0,181.71845900360495,181.71845900360495,181.71845900360495,181.71845900360495,153.0,0.008393650367947439,0.0,180,180,180,180,180,180,180,180,180,180,180
DELETE,/delete/68323adac3197b36243f6ced,1,0,170.97633400408085,170.97633400408085,170.97633400408085,170.97633400408085,153.0,0.008393650367947439,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/delete/68323adac3197b36243f6cf3,1,0,163.48383300646674,163.48383300646674,163.48383300646674,163.48383300646674,153.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323adac3197b36243f6cf8,1,0,152.2993749968009,152.2993749968009,152.2993749968009,152.2993749968009,153.0,0.008393650367947439,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/delete/68323adac3197b36243f6cfb,1,0,158.27516598801594,158.27516598801594,158.27516598801594,158.27516598801594,153.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323adac3197b36243f6cff,1,0,158.49262499250472,158.49262499250472,158.49262499250472,158.49262499250472,153.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323adbc3197b36243f6d01,1,0,162.5052500021411,162.5052500021411,162.5052500021411,162.5052500021411,153.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323adbc3197b36243f6d08,1,0,159.48595800728071,159.48595800728071,159.48595800728071,159.48595800728071,153.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323adbc3197b36243f6d0e,1,0,160.74537500389852,160.74537500389852,160.74537500389852,160.74537500389852,153.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323adbc3197b36243f6d10,1,0,182.43058401276357,182.43058401276357,182.43058401276357,182.43058401276357,153.0,0.008393650367947439,0.0,180,180,180,180,180,180,180,180,180,180,180
DELETE,/delete/68323adbc3197b36243f6d15,1,0,170.3140000026906,170.3140000026906,170.3140000026906,170.3140000026906,153.0,0.008393650367947439,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/delete/68323adbc3197b36243f6d21,1,0,161.83550001005642,161.83550001005642,161.83550001005642,161.83550001005642,153.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323adbc3197b36243f6d2a,1,0,167.10525000235066,167.10525000235066,167.10525000235066,167.10525000235066,153.0,0.008393650367947439,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/delete/68323adbc3197b36243f6d2c,1,0,158.7167079997016,158.7167079997016,158.7167079997016,158.7167079997016,152.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323adbc3197b36243f6d3d,1,0,163.52124999684747,163.52124999684747,163.52124999684747,163.52124999684747,153.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323adcc3197b36243f6d4c,1,0,163.16129198821727,163.16129198821727,163.16129198821727,163.16129198821727,152.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323adcc3197b36243f6d57,1,0,156.8364999984624,156.8364999984624,156.8364999984624,156.8364999984624,153.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323adcc3197b36243f6d69,1,0,162.47041599126533,162.47041599126533,162.47041599126533,162.47041599126533,152.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323adcc3197b36243f6d8f,1,0,196.14649999130052,196.14649999130052,196.14649999130052,196.14649999130052,153.0,0.008393650367947439,0.0,200,200,200,200,200,200,200,200,200,200,200
DELETE,/delete/68323addc3197b36243f6d96,1,0,152.62512498884462,152.62512498884462,152.62512498884462,152.62512498884462,152.0,0.008393650367947439,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/delete/68323addc3197b36243f6d9f,1,0,161.451499996474,161.451499996474,161.451499996474,161.451499996474,152.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323addc3197b36243f6da2,1,0,168.52212499361485,168.52212499361485,168.52212499361485,168.52212499361485,153.0,0.008393650367947439,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/delete/68323addc3197b36243f6daa,1,0,230.1461669994751,230.1461669994751,230.1461669994751,230.1461669994751,153.0,0.008393650367947439,0.0,230,230,230,230,230,230,230,230,230,230,230
DELETE,/delete/68323addc3197b36243f6db5,1,0,161.08795900072437,161.08795900072437,161.08795900072437,161.08795900072437,152.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323addc3197b36243f6dbd,1,0,159.52250000555068,159.52250000555068,159.52250000555068,159.52250000555068,152.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323addc3197b36243f6dc1,1,0,166.4682919945335,166.4682919945335,166.4682919945335,166.4682919945335,153.0,0.008393650367947439,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/delete/68323addc3197b36243f6dcb,1,0,158.6192920076428,158.6192920076428,158.6192920076428,158.6192920076428,153.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323adec3197b36243f6dd3,2,0,162.32866700738668,162.5508124998305,162.32866700738668,162.7729579922743,78.0,0.016787300735894878,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323adec3197b36243f6dd9,1,0,154.2952919990057,154.2952919990057,154.2952919990057,154.2952919990057,152.0,0.008393650367947439,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/delete/68323adec3197b36243f6de9,1,0,163.22495799977332,163.22495799977332,163.22495799977332,163.22495799977332,152.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323adec3197b36243f6df6,1,0,156.31500000017695,156.31500000017695,156.31500000017695,156.31500000017695,153.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323adec3197b36243f6e00,1,0,165.03112499776762,165.03112499776762,165.03112499776762,165.03112499776762,152.0,0.008393650367947439,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/delete/68323adec3197b36243f6e03,1,0,161.4854999934323,161.4854999934323,161.4854999934323,161.4854999934323,153.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323adec3197b36243f6e13,1,0,163.92125000129454,163.92125000129454,163.92125000129454,163.92125000129454,153.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323adec3197b36243f6e15,1,0,155.5522089911392,155.5522089911392,155.5522089911392,155.5522089911392,153.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323adec3197b36243f6e1d,1,0,162.9418340016855,162.9418340016855,162.9418340016855,162.9418340016855,153.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323adfc3197b36243f6e27,1,0,161.24541699537076,161.24541699537076,161.24541699537076,161.24541699537076,152.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323adfc3197b36243f6e2e,1,0,155.89145899866708,155.89145899866708,155.89145899866708,155.89145899866708,153.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323adfc3197b36243f6e42,1,0,162.67258301377296,162.67258301377296,162.67258301377296,162.67258301377296,152.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323adfc3197b36243f6e45,1,0,159.36808301194105,159.36808301194105,159.36808301194105,159.36808301194105,153.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323adfc3197b36243f6e49,1,0,187.36945900309365,187.36945900309365,187.36945900309365,187.36945900309365,152.0,0.008393650367947439,0.0,190,190,190,190,190,190,190,190,190,190,190
DELETE,/delete/68323adfc3197b36243f6e4b,1,0,165.6884169933619,165.6884169933619,165.6884169933619,165.6884169933619,153.0,0.008393650367947439,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/delete/68323adfc3197b36243f6e4f,1,0,153.57929200399667,153.57929200399667,153.57929200399667,153.57929200399667,153.0,0.008393650367947439,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/delete/68323adfc3197b36243f6e56,1,0,152.39404200110584,152.39404200110584,152.39404200110584,152.39404200110584,153.0,0.008393650367947439,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/delete/68323adfc3197b36243f6e5d,1,0,163.74166699824855,163.74166699824855,163.74166699824855,163.74166699824855,152.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323adfc3197b36243f6e68,1,0,154.7534999990603,154.7534999990603,154.7534999990603,154.7534999990603,152.0,0.008393650367947439,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/delete/68323adfc3197b36243f6e70,1,0,155.45087501232047,155.45087501232047,155.45087501232047,155.45087501232047,152.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323ae0c3197b36243f6e74,1,0,162.7939579921076,162.7939579921076,162.7939579921076,162.7939579921076,152.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323ae0c3197b36243f6e7e,2,0,160.0,160.2950829983456,157.50112499517854,163.08904100151267,78.0,0.016787300735894878,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323ae0c3197b36243f6e82,1,0,156.55349999724422,156.55349999724422,156.55349999724422,156.55349999724422,153.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323ae0c3197b36243f6e87,2,0,159.91195799142588,157.60081249754876,155.28966700367164,159.91195799142588,78.0,0.016787300735894878,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323ae0c3197b36243f6e97,1,0,155.8621660078643,155.8621660078643,155.8621660078643,155.8621660078643,153.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323ae0c3197b36243f6e9b,1,0,172.77441700571217,172.77441700571217,172.77441700571217,172.77441700571217,153.0,0.008393650367947439,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/delete/68323ae0c3197b36243f6ea9,1,0,153.3214160008356,153.3214160008356,153.3214160008356,153.3214160008356,152.0,0.008393650367947439,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/delete/68323ae0c3197b36243f6eae,1,0,164.0004999935627,164.0004999935627,164.0004999935627,164.0004999935627,153.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323ae0c3197b36243f6eb8,1,0,153.59195800556336,153.59195800556336,153.59195800556336,153.59195800556336,153.0,0.008393650367947439,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/delete/68323ae1c3197b36243f6eba,1,0,195.06191699474584,195.06191699474584,195.06191699474584,195.06191699474584,152.0,0.008393650367947439,0.0,200,200,200,200,200,200,200,200,200,200,200
DELETE,/delete/68323ae1c3197b36243f6ec7,1,0,155.9404169966001,155.9404169966001,155.9404169966001,155.9404169966001,153.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323ae1c3197b36243f6ecb,1,0,153.35083300305996,153.35083300305996,153.35083300305996,153.35083300305996,152.0,0.008393650367947439,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/delete/68323ae1c3197b36243f6eda,1,0,185.80483399273362,185.80483399273362,185.80483399273362,185.80483399273362,153.0,0.008393650367947439,0.0,190,190,190,190,190,190,190,190,190,190,190
DELETE,/delete/68323ae1c3197b36243f6edd,1,0,153.20683299796656,153.20683299796656,153.20683299796656,153.20683299796656,152.0,0.008393650367947439,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/delete/68323ae1c3197b36243f6ee5,1,0,157.73512500163633,157.73512500163633,157.73512500163633,157.73512500163633,152.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323ae1c3197b36243f6eea,1,0,164.7616249974817,164.7616249974817,164.7616249974817,164.7616249974817,152.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323ae1c3197b36243f6ef7,1,0,161.1762499960605,161.1762499960605,161.1762499960605,161.1762499960605,153.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323ae1c3197b36243f6f00,1,0,163.85970800183713,163.85970800183713,163.85970800183713,163.85970800183713,152.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323ae2c3197b36243f6f09,1,0,153.97937499801628,153.97937499801628,153.97937499801628,153.97937499801628,153.0,0.008393650367947439,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/delete/68323ae2c3197b36243f6f0d,1,0,155.0457919947803,155.0457919947803,155.0457919947803,155.0457919947803,153.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323ae2c3197b36243f6f10,1,0,154.8215000075288,154.8215000075288,154.8215000075288,154.8215000075288,153.0,0.008393650367947439,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/delete/68323ae2c3197b36243f6f16,1,0,167.3053330014227,167.3053330014227,167.3053330014227,167.3053330014227,153.0,0.008393650367947439,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/delete/68323ae2c3197b36243f6f19,1,0,155.90833300666418,155.90833300666418,155.90833300666418,155.90833300666418,153.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323ae2c3197b36243f6f44,1,0,163.85079199972097,163.85079199972097,163.85079199972097,163.85079199972097,153.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323ae2c3197b36243f6f48,1,0,168.59745800320525,168.59745800320525,168.59745800320525,168.59745800320525,152.0,0.008393650367947439,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/delete/68323ae2c3197b36243f6f4a,1,0,193.42204100394156,193.42204100394156,193.42204100394156,193.42204100394156,153.0,0.008393650367947439,0.0,190,190,190,190,190,190,190,190,190,190,190
DELETE,/delete/68323ae3c3197b36243f6f6a,1,0,159.5379999926081,159.5379999926081,159.5379999926081,159.5379999926081,152.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323ae3c3197b36243f6f6d,1,0,154.00291699916124,154.00291699916124,154.00291699916124,154.00291699916124,153.0,0.008393650367947439,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/delete/68323ae3c3197b36243f6f73,1,0,172.52174999157432,172.52174999157432,172.52174999157432,172.52174999157432,153.0,0.008393650367947439,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/delete/68323ae3c3197b36243f6f83,1,0,164.8488329956308,164.8488329956308,164.8488329956308,164.8488329956308,152.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323ae3c3197b36243f6f89,1,0,163.01662499608938,163.01662499608938,163.01662499608938,163.01662499608938,153.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323ae3c3197b36243f6f92,1,0,160.43833299772814,160.43833299772814,160.43833299772814,160.43833299772814,153.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323ae3c3197b36243f6f97,1,0,159.41954200388864,159.41954200388864,159.41954200388864,159.41954200388864,153.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323ae4c3197b36243f6fa3,1,0,155.23945799213834,155.23945799213834,155.23945799213834,155.23945799213834,153.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323ae4c3197b36243f6fb2,1,0,196.71554199885577,196.71554199885577,196.71554199885577,196.71554199885577,152.0,0.008393650367947439,0.0,200,200,200,200,200,200,200,200,200,200,200
DELETE,/delete/68323ae4c3197b36243f6fbd,1,0,165.81212500750553,165.81212500750553,165.81212500750553,165.81212500750553,152.0,0.008393650367947439,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,/delete/68323ae4c3197b36243f6fc3,1,0,164.6714999951655,164.6714999951655,164.6714999951655,164.6714999951655,153.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323ae4c3197b36243f6fc8,1,0,156.0588329884922,156.0588329884922,156.0588329884922,156.0588329884922,153.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323ae4c3197b36243f6fcb,1,0,158.0495000089286,158.0495000089286,158.0495000089286,158.0495000089286,152.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323ae5c3197b36243f6fea,1,0,153.26754200214054,153.26754200214054,153.26754200214054,153.26754200214054,153.0,0.008393650367947439,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/delete/68323ae5c3197b36243f6fec,1,0,153.34229198924731,153.34229198924731,153.34229198924731,153.34229198924731,153.0,0.008393650367947439,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/delete/68323ae5c3197b36243f6ff3,1,0,189.29383299837355,189.29383299837355,189.29383299837355,189.29383299837355,152.0,0.008393650367947439,0.0,190,190,190,190,190,190,190,190,190,190,190
DELETE,/delete/68323ae5c3197b36243f6ff5,1,0,162.60095800680574,162.60095800680574,162.60095800680574,162.60095800680574,152.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323ae5c3197b36243f6ff7,1,0,154.63083299982827,154.63083299982827,154.63083299982827,154.63083299982827,153.0,0.008393650367947439,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/delete/68323ae5c3197b36243f7000,1,0,181.30229199596215,181.30229199596215,181.30229199596215,181.30229199596215,153.0,0.008393650367947439,0.0,180,180,180,180,180,180,180,180,180,180,180
DELETE,/delete/68323ae5c3197b36243f7006,1,0,180.376582997269,180.376582997269,180.376582997269,180.376582997269,153.0,0.008393650367947439,0.0,180,180,180,180,180,180,180,180,180,180,180
DELETE,/delete/68323ae5c3197b36243f7008,1,0,156.7810419946909,156.7810419946909,156.7810419946909,156.7810419946909,153.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323ae5c3197b36243f7011,1,0,159.53187500417698,159.53187500417698,159.53187500417698,159.53187500417698,153.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323ae5c3197b36243f7018,1,0,156.30491700721905,156.30491700721905,156.30491700721905,156.30491700721905,152.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323ae5c3197b36243f7028,1,0,158.35475000494625,158.35475000494625,158.35475000494625,158.35475000494625,152.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323ae6c3197b36243f7031,1,0,154.3263749917969,154.3263749917969,154.3263749917969,154.3263749917969,152.0,0.008393650367947439,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/delete/68323ae6c3197b36243f7038,1,0,163.33920799661428,163.33920799661428,163.33920799661428,163.33920799661428,153.0,0.008393650367947439,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323ae6c3197b36243f7045,2,0,160.0,162.4614790052874,159.92641600314528,164.99654200742953,78.0,0.016787300735894878,0.0,160,160,160,160,160,160,160,160,160,160,160
DELETE,/delete/68323ae6c3197b36243f705c,1,0,210.1477079995675,210.1477079995675,210.1477079995675,210.1477079995675,152.0,0.008393650367947439,0.0,210,210,210,210,210,210,210,210,210,210,210
